av号,播放量,标题
3557609,1391041,怪物，你们是这样称呼我们的？
27881195,1384411,如果动物声音变粗后开口说话会发生什么？！
17342723,1383242,不可以，不要咬
68606897,1382379,祖国真累，全世界啥都和中国比
79253627,1375564,20万的声音，我.....
82583778,1374369,【华农兄弟】火红的萨日朗
59009466,1371138,二哈带娃，活着就行
83500107,1368605,LOL三位新英雄即将登场：亚索哥哥永恩真的要来了！狗熊新模型优化巨帅！
77657695,1364613,不可以骂男孩子哦
57244500,1363651,你朋友这样吃樱桃你会欧拉他几分钟？【JOJO名梗集#5】
82711424,1362745,【男生慎入】男生喜欢你和想睡你的区别！
70931491,1360971,你们要的素颜，答应我，别取关，谢谢！
81735642,1360271,替 身 使 者
31650067,1356529,当文森特选出德莱文时，妖风小姐姐这个歪头wink太可爱了吧
38878747,1355687,【陈乐一】你的名字ED《なんでもないや(没什么大不了)》【超清完整版】
66222863,1351539,营销号沙雕操作系列17
82477008,1350348,当本子画师在电视采访中被要求展示作品，公开处刑
13436867,1349293,小短腿的无助，哈哈哈哈笑声太魔性了！
5088763,1347793,第11话 声优相同的动画角色台词替换会是什么效果？
36057536,1346034,那些让韩红崩溃的选手
82982187,1345463,性 感 手 枪
60547431,1344939,丽江姑娘因颜值被淘汰，结果开嗓惊艳！韩红拍桌子吼：什么评委！
84342584,1344395,极 品 雪 碧
38290456,1339620,匹配到一个妮蔻，被他带坏了…
43096738,1337830,内个象征着自由的男孩又回来了（手动滑稽）
65106,1336956,我已经18岁了 咋不能聊QQ啊
71240595,1325122,别把男人的耐心磨没了，到时想抱都不抱你！
76331553,1323041,【日语版】影  流  之  主！《爱河》居然可以这么好听！AWSL
82106979,1317231,赫  鲁  晓  夫  的  屋  顶（开心一刻第四期修复）
12358014,1316724,以后谁说国配垃圾就把这个视频丢给他
65815417,1314493,当张大仙直播看自己b站鬼畜是什么反应
48026937,1314247,【惊鸿一面】倾国倾城的欧美女星群像混剪
55312896,1307866,老娘早就想嫁人了，谁堵住新郎我跟你急
55611749,1305107,【HP/踩点/高燃/混剪】前方高能！永远的哈利波特！
6705135,1304020,【个人排行向】那些变声爆炸的男声优Top10
75632486,1302670,这个系列哈哈哈哈，我要笑死了
57216523,1300053,忍一时越想越气，退一步越想越亏。不行我要打回来！
55500774,1299359,【以绝望为雷，扫尽世间黑暗】当皮卡丘哭的那一刻，全世界都输了
60573140,1297991,【爱情公寓Rap】好男人就是我 我就是曾小贤（全程踩点！）
46700436,1293626,开口跪？！！！某校比赛翻唱肥陈的《浮夸》。音乐老师：教不了....
53257360,1289432,和网恋33天的女友连麦，她一不小心打开了摄像头，上头了！
63647258,1287509,外 星 入 侵2.0
68172966,1286732,牢底坐穿兽80489771
79906468,1283909,【高燃预警】你老婆打架可真帅！世界都惊呆了
57751008,1283450,某艺考现场 嘤嘤嘤~
53668389,1280665,东北小姐姐把军人小哥哥一把按在公交椅子上不肯让座
77493329,1275359,狗子：我可能不是人  但你是真的狗
81926477,1271798,【JOJO】海 澜 之 家
78965971,1271778,开口跪《那女孩对我说》 周华健 蒋一侨
7847807,1270609,新郎结婚现场出柜，新娘变伴娘
81778819,1269544,终于认识到自己是什么狗了
75323911,1268929,灵 异 实 录
65243641,1267530,直击猫咪割蛋现场：一代巨蛋陨落！
40293575,1263604,侮辱观众智商的神剧名场面(24)，大型智商收割现场
84932671,1262206,大家看看这是咋啦？？喊男朋友哥哥无动于衷？
19093317,1261369,主人掀开狗狗被子招来强烈抗议，汪：冷冷冷，快盖上！
13259871,1253231,十大欧美燃曲
53689510,1252823,姜文不仅教了昆汀说“牛逼”，还教会了“傻逼”
31064364,1250715,拉斯：赵海波又疯啦！！！！！！！！！
53736195,1245037,前方高能！渡我被身子不是病娇！
65696920,1243874,小羊使用了撞击，效果一般。
61068716,1240930,我被求婚了！10年长跑男友的惊喜 | 少女心满足了
53431419,1240644,一只可爱小果蝠宝宝~
26830246,1233922,用JOJO的方式打开小猪佩奇 part1~3
75635835,1233698,【巨魔战将】喜利给与灰太鲲
82132696,1229823,全网最侮辱人智商的营销号，看得我怀疑人生....
64193652,1225642,【王者荣耀/台词混剪/全程高能】无人可见 无人能敌
27236762,1225320,和珅手下把乾隆抓来审问，和珅当场差点吓哭了！
79787913,1223115,啥叫宅男杀手？老娘用4个现场告诉你，战歌一响全场就能嗨上天！
20551611,1221950,卢本伟英雄归来
43398059,1219277,【文豪野犬/男神踩点】一秒沉沦！枪声与笔声，奏响Hustler超强音
48553066,1218675,【补番】五部男主实力强到逆天，但是老老实实隐藏实力做普通人的动漫
37742213,1214538,【英雄联盟/英雄黑化篇】我生在怪物死去的地方 我死在怪物出生的地方
77431368,1213318,【jojo】用31个替身名唱一首稻香
65547307,1212431,兵哥哥向妻子求婚，三军仪仗队神助攻！太浪漫了！
36610238,1210798,【视觉巅峰】高能预警！！！顶级科幻电影级CG堪比好莱坞电影般的震撼视觉盛宴！
81552921,1207257,“我以前也很漂亮的”，说着说着，她哭了……
84420114,1202926,好 孩 子
42980194,1201389,cos渡我被身子美美（原音乐）
83418286,1200390,人在美国，刚上飞机，很慌
73012059,1199634,NMSL，“你馋她身子”前传，儒雅随和口吐芬芳《朱元璋》
51993656,1195963,卡头哥：我就算卡住也要大声唱！
35438154,1194069,五音不全群、哈哈哈哈笑死了
58357556,1190174,老年漫热血混剪！让世界感受老年人的激情吧！
54181327,1186213,回鲲夜
84182071,1180246,【吉良吉影】难  以  得  手
56362047,1177972,当蔡徐坤来参加中国梦之声时，韩红直接被气疯了！！
22070276,1175659,【top10】人人皆知又极度脑残的广告排名
40243342,1168381,【英雄联盟】新英雄：解脱者 塞拉斯
71965603,1168094,别人家的猫系列
61576183,1165336,幼儿园小孩看见特朗普被吓哭
77461638,1162671,—与朋友一起拍   —真人版《米奇妙妙屋》（米奇不妙屋）
58687513,1162227,【帅晕】军警小哥哥小姐姐合集（一）
78489658,1160463,给所有想养黑猫朋友一句忠告！
36246614,1158665,PDD与五五开的卖瓜奇遇记
50421270,1157192,张韶涵《欧若拉》一开口就是巅峰！
14160720,1147366,美女一上台把韩红气炸了，唱了一首歌又把韩红征服了
39030318,1146947,KDA女团S8总冠军赛开场表演1080P60
27775174,1143848,【英雄联盟】LOL符文之地--瑞兹：力量的召唤
26163844,1142827,【视觉短片】人体舞蹈粒子特效
57317935,1141133,嗷呜~萌龙咆哮（〃｀ 3′〃）
71209736,1138907,每天一遍，智商再见
70688805,1134848,新英雄赛娜逃出锤石监牢的证据：开局自带削弱锤石一点护甲？
83762568,1134524,【vlog】有个比自己小18岁的亲妹妹是什么体验
69954936,1134376,全程高燃！恶鬼缠身！一刀修罗！登峰造极！
77181664,1132470,【英雄联盟】新英雄厄斐琉斯 技能演示
38923274,1132092,其实老虎也是猫，需要的时候，还是被人类撸起来舒服
39548999,1130058,白帝圣剑御剑跟着我
86281148,1126687,【成果】对！我下流，我就是馋她的身子！这该死的甜美！
68382033,1126653,【不要笑挑战卢本伟之心态是如何爆炸】
8630059,1124512,水煮蛇，这是什么蛇知道吗？
81182142,1123128,终于知道恋爱的味道了
80184278,1121752,是你把鬼子引到这来的？
76036998,1120780,【JOJOの奇妙disco】满满四分钟的JO梗，我真是High到不行了！！！！
13717942,1119824,声优有多强? 听完7组角色对比就明白“声优都是怪物”
13405488,1118846,老外票选日本声优TOP8！钉宫理惠骂观众“变态”，花泽香菜“压底”已是四连冠
79022923,1115397,这是谁干的，一家人很默契一致对外，棒棒哒
43906906,1113767,女孩子喝醉酒后到底有多可爱？妈呀笑死啦哈哈哈哈哈哈哈
13087458,1109599,圣枪游侠登录界面
19394108,1107888,新英雄虚空狙击手预告 地图彩蛋 - LOL英雄联盟
44458078,1105596,山东电视台沙雕节目我是大明星神仙合集
81121139,1105390,终  局  之  战
73788396,1105205,雪豹真的很容易被自己的娃吓到
78836070,1104920,全网最燃最热血《亮剑》超长预告
51660299,1104193,宇宙最强伴郎团
35772423,1100219,哈哈哈哈哈哈太真实的飞机播音了
7428684,1098178,主人到家只看到二哈的头被吓坏，再一看瞬间笑喷
63072954,1097972,亲人们啊，自己家种的苦瓜，喽他
55882586,1095620,【动物】地球上最大的狼——加拿大灰狼
3851569,1092411,英雄联盟No.129戏命师 烬 中文配音(说话自带BGM滴)
34355469,1090009,【欧美反派混剪】英雄？只有小孩子才想当英雄！
84694597,1088195,徐老师讲故事121：祖 安 之 子
76207563,1087808,该视频已被封禁
30072636,1087722,【盘点】声优在日本动漫里讲中国话的高能合集
65773020,1087409,战斗民族连狮子都敢吓
12681013,1087305,【尼古拉斯日常】笑了半个小时！来自主人内心深处的咆哮！！
3717103,1086789,第7话 声优相同的动画角色的台词替换会是什么效果？
76740855,1081648,影 流 之 主 降 临 二 次 元 ！这 就 是 你 分 手 的 借 口？
61739206,1081441,拥有小丑的声线有多可怕
82315433,1081216,小哈：来看，我刚才就是这样卡到狗头的
73414360,1081106,giao仔QQ糖
53738216,1076560,全球唯一敢穿裤衩开演唱会的乐队，一首歌火了42年，地球人都会唱
79110954,1075608,【庆余年】用家有儿女的方式打开庆余年（末尾有彩蛋）
57814400,1074540,看着主人玩儿VR，狗子：妈的智障！
77073377,1074370,【爱情公寓rap】骚话骚断腿，开车不甩尾（全程押韵）
70658657,1072005,【经典老番】举起手来
81442391,1071548,不要和直男开玩笑，他会当真。
65401448,1069483,一只急得要张嘴说话的狗子.........
84247211,1068832,亲    妈    妈
77036407,1068318,【英雄联盟】新英雄：厄斐琉斯 登场
63502856,1067609,如何让别人知道你是JO厨！
31905486,1067609,【英雄联盟/超燃CG】这里的故事从未结束 因为你的TA还在等你
39031413,1067245,抖音上很火的远近渔小姐姐
23307959,1064830,配音演员都是怪物！盘点同一配音演员反差极大的角色们 第二期
39875613,1062718,【燃爆现场】那些年曾经血洗B站的八大神曲！！giligili爱开场
78126101,1060404,背黑涩会台词时，用力过猛的花泽香菜。
18076348,1060390,当你对超市里的机器人竖中指会发生什么？
75997768,1057304,《七里香》送给你们，，秋刀鱼的滋味，猫跟你都想了解
33746437,1054679,全B站最有故事的一位狗子！
48728028,1053479,我就问一下，就是狗知道自己是狗吗。
41043509,1049142,你最穷的时候有多穷这个动画片简直太形象了
73830703,1049095,扎克伯格谈中国的支付系统：瞅瞅人支付宝，我们已经落后太多了！
67530567,1048738,【JOJO的奇妙物语】DIO的恋爱循环
80672685,1048051,老许，还要老婆不要
77116993,1046214,当你在女生寝室模仿卖鱼强喝酒……
20192359,1046109,小橘猫第一次进家门看到这样一幕惊呆了！
51314384,1045512,当 杨幂开口唱《以父之名》也就循环了100多遍而已!!
79179184,1043135,异地恋：偷偷来男友公司，可是他好凶呀，你们男生都这样表达吗？
55137764,1041996,【毒液】卢本伟附身PDD-双骚合体天下无敌
78547549,1041751,拉斯：我好像落枕了！！！ 二狗：你打我下试试？？？
62288053,1038526,堵上男人的尊严向隔壁班的女神告白
41218520,1034642,又骗我生女儿
82405135,1030049,在给兵马俑照的时候可以把美颜关了吗？国字脸拍成瓜子脸了
82741699,1029524,裂开来！我和亲爹合唱了《撒野》
10269297,1029462,那只被咬舌头的柴犬
56670216,1027283,抗日神剧之最！
4779044,1025816,妈妈总说我睡的跟死猪一样，于是我就把这个视频给她看了，太魔性了
67855421,1025374,在B站看以一敌百的八大名场面：我们就是喜欢以寡敌众！！
26577780,1024935,【卡林巴琴/拇指琴】《lemon》米津玄师《非自然死亡》主题曲
8014114,1024691,【高能】雷姆的声优的配音片段，这声音太可爱了好苏好软令人酥麻！
83780855,1022824,圣  杯  战  争（青 青 草 原）
54020799,1022666,非正式会谈：俄罗斯男孩称俄语是世界上最难的语言，直到看到中国药方的字！
68134656,1017365,四 大 舔 王
80877505,1015675,我喝多了是要给你机会 不是给你脸
82282566,1009653,【全程高能】各 类 眼 疾 科 普！
79510590,1007799,周杰伦封神的十大神级金曲（地表最强画质）
12363343,1007460,主人当狗狗面试用变声喷雾，结果狗脸懵逼。。。
79844005,1006710,看营销号沙雕操作！侮辱观众智商系列！爆笑！
793072,1006284,（花泽香菜）哎唉唉哎唉哎唉哎唉唉
75632880,1005414,【爱情公寓rap】三只蝴蝶 五只青蛙 两只螳螂
9836260,1005293,拉克丝语音彩蛋：我会告诉盖伦的 哼 ╭(╯^╰)╮
79071236,1003157,你毁了我世界的唯一，化身修罗！ 毁灭你唯一的世界！
61650404,999887,沙雕姐弟，弟弟怎样做才能让姐姐【不要生气】
62949784,996980,万恶之源
27623956,992628,天热给小青蛙接凉水，却意外被萌到
40274486,988909,新英雄全技能及实战短片分析。花里胡哨的
59725976,988387,【病名为爱】你已经是条成熟的毛线了 要学会自己加bgm了
74595555,987891,忍一时越想越亏 ，退一步越想越气。
1788646,985342,【AMV/FZ】切嗣的救赎【FATE/ZERO - AKROSSCON2014】
47812625,982224,不要笑挑战！终于知道为什么女生带口罩了！
31726045,980444,【声优怪物】逢坂大河中日声优配音对比，钉宫理惠VS谢佼娟！
81983240,979540,两禽若是长久时，又岂在朝朝暮暮。。。
86234676,978547,武汉医院火到国外
14737264,977711,LOL：拳头史上做得最成功的皮肤，没有之一！
60915932,977247,男女声音转换只需一瞬间，声优的极限操作
36968485,976653,【柴犬】撸一只柴猪是什么体验？
21525091,975640,海绵宝宝的中文配音到底有多牛逼？
58210227,971667,【终结的炽天使】一句“啊哈”迷倒千万少女的费娘
63336377,969200,【抖音】在？进来恰柠檬
55088296,968618,营销号沙雕操作系列8.0
67094534,968112,#北大校园故事 八年前她来北大新生报到第一次遇到来迎新的他，八年后他们举行婚礼
53345099,964407,外婆家的狗子VS奶奶家的狗子
31979679,964025,拥有一帮刚退伍的兵哥哥们做伴郎是什么感觉？
76354715,963585,日语 + 东北话 ＝ 韩国口音？
35139042,961533,【全程高能】当PDD看自己鬼畜会发生什么？
58623463,956189,小时候看不懂，长大后感觉错过了几个亿！
40811439,955817,前方有毒，国漫四大高能洗脑神曲
73072244,955578,【1080P修复】周杰伦2004无与伦比演唱会 完整版 特效字幕
53928072,953959,我是大明星奇葩选手演唱《香水有毒》唱哭观众，真有毒！
79709797,953262,从辩论撕逼到举报下架 十起节奏看完动画杂谈变迁史【网络视频发展史：完结篇上】
12320583,946112,【松冈祯丞】十分钟带你了解声优 第一期 松冈祯丞
55367601,944600,闺蜜嫁给自己的弟弟，这个感觉好奇怪
9951016,938938,【搞笑视频】动物们做傻事时的情况
63387036,938412,全球唯一敢当众辱骂粉丝的女人，一开口让万千宅男疯狂尖叫，太过瘾！
49309513,936174,程序员结婚当场写代码表白？？？不要慌！！！老猿在线发源码！！！！
37206278,934185,超清画质 KDA女团新单曲：改革春风吹满地
81671165,932609,吃醋到哭泣的男友：“我讨厌你…” [女性向]
80229997,929754,怎么才能让女朋友无意间看到？
67854082,927778,徐老师讲故事111：星之守护者全解析
56772506,927352,每次看都有点感动的婚礼视频
81080438,918251,油管大神Pteryx 2019年度混剪
39195028,917306,真正的时停(砸瓦鲁多)看起来是什么样的
44848023,915105,鲁迅，一个被贬低为神的人
59063628,914946,不敢相信这是猎豹的叫声！你一定是想把up主可爱死了然后次掉！ || africansafarimovie【斑豆搬运】
63935946,913450,米津玄师《Loser》 无人能模仿的步伐！
54398630,913060,翻垃圾桶被批评了几句生气了，哄不好了…
82453434,910778,当男友全家来提亲时……智勇也太紧张了吧！
22917314,910754,和珅纪晓岚精彩对决，和珅搞笑各种黑
78161410,910026,沦陷
6469539,909574,我是大明星：山东李根复赛现场 全场笑点
25905299,907513,【原版素材】抓周树人和我鲁迅有什么关系
13225332,906967,自从家里来了老虎，这条傻狗就不淡定了
14341512,905944,要不是突然抬起头，真不知道这货是只猫！
59203173,905088,哈士奇：没啥好拆的，那就拆金毛吧！
3213718,904370,把声优相同的动画角色的台词替换会是什么效果？
85489167,903531,【辟谣】武汉人吃蝙蝠吗？带你了解真正的菊头蝙
53722784,902944,惊喜之旅—异地恋突袭男友
83187924,901230,卖    拐  ！
82991521,899612,卢本伟直播玩掘地求升全过程
61813052,897897,乔碧萝殿下这是你吗？
4686453,897223,某学校高三放了周杰伦版《默》，全场震撼大合唱，高考加油！
59797529,896057,鸭鸭很困，鸭鸭不想说话
56444765,894555,甜腻腻系列//单身人士勿看//情侣系列//你们最喜欢哪一个
6963790,894066,配音演员相同的角色的台词替换到童年的国产动画上会是什么效果这个标题起的好拗口好像还是病句不过没关系只要长就可以了啊哈哈哈
79386802,889302,徐老师讲故事117：新英雄厄斐琉斯大百科
25131261,889270,LOL：无限火力这些新英雄和改版英雄，也太强了吧？（无限火力在4分23秒左右）
86814210,888541,假如钟南山院士说 可 以 出 门 了！！
85917534,888482,外国网友看到雷神山医院建设速度后开始反思自己国家
18668440,884358,拉斯：mmp 我不要面子的么？？？
53513072,883728,训完了还要安慰一下
80472446,883315,有人想骗我钱，被我赚了一百五十块钱跑了！
84948921,881610,赌 怪
20970077,881393,【英雄联盟】刀妹游戏内技能视频
45641012,880972,The Real Slim Shady
57789213,880402,鬼知道我看了几遍
670550,874522,史诗电影大混剪 震撼中的震撼
10195386,872799,英文版《青花瓷》。我渴望这样的英语老师！
80955331,871073,男人是怎么做到全国统一的！！
51494688,866215,【李云龙】狂浪（全程高燃）
60688833,865882,19年前想不到，你会一身戎装来娶我
12172045,864096,徐老师讲故事56：英雄联盟的最强存在——铸星龙王
82826203,857173,学校停个电居然能被你玩成走秀[捂脸]
20451923,856001,民间唢呐 白事
77920072,855074,越南卖口香糖的女孩
31699186,854499,音乐学院学生的夜晚（唢呐砍杀全场）
57239197,854012,【经典老番】监狱风云II：逃犯
62972528,853382,遇见一个硬茬子，伴娘们根本招架不住，新娘都捂着嘴笑了！
79436326,852508,被自己吓出屎？
11304001,851564,当比赛场上混入了汪星人 场面顿时就欢乐起来
56087888,849380,真●贤者模式
67716727,849309,异域风情 摇摆至上！
75029042,847698,拥有无惨声线有多可怕
85643981,844940,成 年 人 该 看 的 广 告
80225344,844390,徐老师讲故事118：新英雄瑟提大百科
83122380,843634,【李云龙】火红的萨日朗（全程高燃）
71463109,842529,全程高燃！当我拔剑的那一刻，就算是神我也杀给你看！
22085833,841261,徐老师讲故事75：由虚空引发的爱恨情仇
66743533,840730,周淑怡看自己和五五开蔡徐坤鬼畜视频！
11339565,839693,我家的主题曲就由我自己来唱！（动漫角色翻唱自家主题曲）【2018.12.15更新】
82632198,838752,网络上的智障操作小短片 4.0
71273357,838244,【押韵狂魔】约会时男友脑袋里究竟在想些什么？
28687609,837460,贞子在抗日
36958392,836855,【和珅&纪晓岚】爱你
58657787,835817,厨力爆炸！什么叫真正的粉丝？声优业界我要是第二，谁敢说是第一【声优小贴士】——小野大辅
53406023,834209,纯正皇室血统从未让人失望
3256892,832215,第2期 声优相同的动画角色的台词替换会是什么效果？
49458818,831700,【万恶之源】五阿哥欣荣新婚之夜，欣荣伤心不已怒撕睡衣，五阿哥推门暴走
83167058,830864,卸妆了，连自己的猫都认不出来了
78358278,830849,你们喜欢的
31089538,830277,天秀联盟：好可怜！三年前被狮子狗抓哭的韩国女主播又被抓哭了！
71359905,829520,保护我方输出14
82551242,828240,就是辈大没办法
81987567,827952,徐老师讲故事119：影流之主劫的爱恨情仇
9747942,822369,狗狗在主人坟前哭的撕心裂肺
68818803,818590,前方核能，只有日本才有的演唱会现场，让你知道宅男的怒吼多可怕
56482241,817972,现实版的狗仗人势，太搞笑了！！！
73487234,817848,带 发 明 家
20845664,817673,《我们该回来了》召唤师！超燃英雄台词
84663924,814685,【爱情公寓5】骚话公寓！诸葛大力是谁老婆不用我多说了吧
80668241,813812,这不是沙雕，是敢于尝试
5109577,812426,【BD1080P/720P】Charlotte夏洛特 OVA(TV未放送14话)【轻国】
18188825,811361,如果你的女朋友家有只狗，记得结婚前先把它哄好，不然……
53121065,810795,PDD：卢本伟是我兄弟，别带节奏了，过去的就过去了，不然我把卢本伟设置成关键词屏蔽了
31351193,810406,各种乱化亲测抖音美颜功能多强大……
83570631,809130,【小哈士奇】试图觉醒血脉，可爱到爆炸
78505162,807629,狗子：你是不是有毛病？
11372317,806345,《霍比特人.五军之战》战争场面太过震撼，背景音乐一响热血就沸腾了，国内片段
84676389,805867,《嘴臭公寓》第一集 炫神抢点行刺二国王 包子锁血单抗深海鱼
83223951,804138,荡  JO  千
52233227,801927,果然还是帅的都上交国家了
79353761,801530,52936975
82712799,800544,我失恋了，飞机上搭讪空少小哥哥，结果却。。。
6576583,799860, 魔法少女系列皮肤 宣传视频《燃烧的夜晚》 lol英雄联盟
17467385,797645,这样的狗食盆太丧心病狂了，吃个饭还要提心吊胆的汪星人！
44463773,794430,【高能】妈妈我要上战场！这也太燃了吧！
80924959,793219,【林正英】下山 ‖一身正气荡人间
54794812,792813,那个被中国报道的人 诺亚脱口秀 - 川普亚洲行
63841927,792739,【JO极沙雕】JOJO方式打开沙雕视频 PART2
55775850,791644,徐老师讲故事104：新英雄奇亚娜大百科
57298399,791566,当你在学校群里模仿妲己等声音后。学长：这谁顶得住啊？
30379676,789539,【声优都是怪物】那些配音反差极大的动漫角色
14681830,789237,对狗竖中指会发生什么？
49643687,789014,大家帮忙鉴定一下，这狗纯不纯？
74151519,784121,怀疑这只猫是充电猫！
53148634,783365,波澜哥二次登台，评委失控，场面一度混乱
79680062,783145,【熟肉脱口秀】今日崔娃秀：抖音让米国年轻人中毒？
37148359,781174,这些小情人们太可爱啦，又骗我生女儿
10673561,780832,【战争/高燃/BGM用烂】为和平而战
78434561,777920,那些不爱发朋友圈的男人 你中了几条
13857310,777209,巴掌大的柯基小宝宝，真的是敲可爱，小奶狗萌出一脸血！
37056071,776687,我的婚礼视频
54737808,775754,看了jojo后的五个沙雕变化，你中了几个？
71332476,774829,拉斯：我很胖，但是我弱小，你可别打我啊！！！
61544292,774219,数次濒临死亡，失去双腿。他却依然驾驶着战车！浅谈波鲁纳雷夫 【JOJO人物传】
60385204,772607,最弱无败！！吾将以最弱之躯来战汝最强之名！！
4455686,772270,第10话 声优相同的动画角色的台词替换会是什么效果？
61691492,771475,一个部混剪告诉你什么是武术？片子剪完的瞬间我已经泪流满面。
57769228,771435,当你被安利JOJO时
10748085,771253,让你这猫啥都咬！看，炸了吧
77809687,770164,看了这条视频，你还想养萨摩耶嘛
70746949,766419,这是...忘了，她很美，谢谢！
13812635,764916,德牧犯了错不敢正视主人
23429889,763690,说出来你可能不信！狗都是这么分辨出家人和外人的脚步声！
73896815,763283,【英雄联盟】进来听音乐！真实伤害乐队登场！
3594724,761281, 第6话 声优相同的动画角色的台词替换会是什么效果
78109738,761159,学生up主五个月亏损15000，被学校通报！？依然无悔入B站！？
33839954,760351,卖 鱼 人
20898295,759573,用钉宫理惠语音包把队友吓得鸡皮疙瘩掉一地
84413738,759304,封  号
84168644,757687,好   小   弟
82293217,753557,【刺客伍六七/高燃/踩点】恭迎首席归来！！！
59957121,752836,云养狗来了 车站捡狗后续第二集
57511901,747111,用吉良吉影声线向老师自我介绍会怎么样
14931255,743800,【JOJO】【天堂之眼】全合体技欣赏
68059313,738206,我爸妈反对了四年的军恋，终于同意见他了！我们俩今年第二次见面！我们终于成为被双方父母都同意的爱情了！
38975151,736812,【JOJO梗】卡兹黑历史和名场面
82110179,733459,猫咪：不会死了吧，这都叫不醒？
35533956,729097,Top 9 概念新英雄 ! - League of Legends LoL
15861614,726674,回忆杀：拉斯小时候，萌死啦！！！
81121131,725030,你以为的黑客VS真实的黑客
80605500,724855,对不起我头掉了，我去捡一下
73637576,724388,【LOL】赛娜技能展示（游戏内视频版），辅助型ADC来袭！卢锡安老婆即将上线！
15556224,724153,自杀小队小丑女  Harley Quinn
84152788,723459,好 男 人
51120944,721901,【JOJO的奇妙声优】现场配音，效果简直完美！
10223579,720242,突破天际的柴犬钻头！【YouTube转载】
73903501,718867,【英雄联盟】真实伤害 - 艾克皮肤预览
58910468,718800,《土狗》猫狗大战
44877263,716458,肥宅快乐曲
84626900,716165,【诸葛大力】第一个出考场的诸葛大力同学
45674911,715567,“脑瘫诗人”余秀华：我始终觉得，中国的男人，配不上中国的女人
24095422,714378,一只好客的熊崽
67880478,712729,【JOJO】野狼DISCO
58768614,712675,时隔一年半！黑人小哥Wil Aime烧脑新作《完美女婿》
63805638,711835,乔 瑟 夫 · 乔 斯 达
73477944,711391,声优相同的动画角色台词替换会是什么效果 第31话
60317906,710551,【鬼灭之刃】松冈的这个笑声我也就听了十几遍，23333333
7442270,709224,【康熙大帝装逼集锦】鼻祖教你如何正确装逼
84504597,708175,妈妈牌男友？｜姨妈期像小废物一样被照顾
53175587,707630,桥本环奈在片场再次展示了她魔性的笑声
50601171,707121,『jojo』小野贤章现场配音 木大木大
74002318,706025,up主挑战模仿鬼灭之刃中女角色的声音！【声拟挑战】
75977947,704962,【英雄联盟】CG短片：剑来！！！
61715659,702658,花泽香菜居然穿过这么性感的衣服？哇，吹爆
21301399,701700,拉斯：二狗护食，爸爸给他吃了他最喜欢的大嘴巴子，不咬人的狗才是好狗~~~
44624247,700467,周杰伦十大超神现场
11678531,698130,当熔岩遇到冰时会发生什么？
53314717,697267,抱抱我摸摸我好不好？
82203243,695593,【未 来 圣 杯 战 争】
57129192,694695,难道这就是传说中的反差萌？！
75557070,694454,震惊！花泽香菜唱《天堂》！腾格尔都说AWSL！
79072412,691495,【李云龙】用负能量劝降山崎大队
73099690,690013,为毛男生不追女生了？
45770964,689831,【莫挨老子】那些年生气后的猫咪……
67362083,685847,狗子，家里穷的只剩大蒜了，你将就着吃吧！
1733450,685434,动漫十大鬼畜笑声排名
82151615,684632,那些让男生百思不得其解的“女生迷惑行为”！
68369638,681826,【爱情公寓rap】为所欲为！为所欲为！为所欲为
54735403,681728,【英雄联盟】新英雄预告-元素女皇奇亚娜
18669773,679045,肥伦今夜秀  看《26105733
26470378,677982,那些鬼畜区的万恶之源们，你知道几个？
79845345,676386,【前方高能】史上最惨背锅侠，说梦话也能进监狱？
68144479,673651,永  猎  双  子
76590405,670086,这歌竟然是用游戏音效做的？
20317634,669276,拉斯：我终于有妈妈啦！！！可漂亮啦（赵海波公布恋情）！！！！！！祝福祝福祝福~~~
24142867,668280,猫界的巨石强森，简直猫中之霸！
13576797,668056,把尖叫鸡充满气会发生什么？
52794082,666244,【棕熊】我走的这么大方自然，战斗民族发现不了我吧？
12676664,666205,【花泽香菜】十分钟带你了解声优 #2  花泽香菜的故事
82870783,664718,追星成功！阿拉斯加模仿消防车警笛，被邀请登上消防车
17261756,663749,拉斯：赵海波你什么时候给我生了个弟弟，还跟我的玩具长的一模一样～～～
66145428,663660,【恐怖搞笑片】闪鲲（上集）
35330594,662294,K/DA - POP/STARS  露脸版
79872843,662085,“别去打扰一个不爱你的人”
73424187,661894,Vlog | 18 甜甜的vlog 异国恋不容易 终于见到他啦
82997427,661883,女朋友六十大寿送的
75940854,660336,为什么我看的铠甲勇士跟你们不一样？
52246402,658509,我儿子不会写字
45230132,657763,『书记舞原版』会长今天不在
84644336,656565,天 鸡 八 部
69972257,655710,那个让韩红吃下杨宗纬的“开口跪”哥正式加入Ｂ站啦！视频后面有彩蛋哦，记得看完！
3269050,653055,《神威启示录》香菜钉宫献声
7374999,652779,【漫威混剪/高燃】just like fire(Warriors Light Em Up)
83168710,651383,【李云龙】下山
3506154,649742,第5话 声优相同的动画角色的台词替换会是什么效果
86013020,647269,【特效向】全明星の抗击肺炎战【前篇】
80444181,646225,【全员踩点】这可能是全站最High的JOJO混剪了！
57306867,646041,【西装暴徒/极致踩点】男人就该看些男人该看的视频！！！！
37937217,645234,当 周杰伦第一次见昆凌家的亲戚(姐姐:妹夫..我是你的超级粉丝。。
75782136,644995,KDA女团俄区特供版MV——苏卡不列！！
80577103,643292,是真的黑啊，怎么这么黑 。
10891201,642111,【超燃/指环王3史诗战争混剪】希优顿王的骑士们，冲锋！
